id,serialisation,count
51,"['&', 'inValveClose', 'outValveClose']",24
52,P_insp,24
53,ventilating,23
54,"['&', 'PSVMode', 'inspiratoryPauseButton']",23
55,"['!', ['|', 'PCVMode', 'PSVMode']]",23
56,"['&', 'PCVMode', 'inspiratoryPauseButton']",23
57,patientBreathingRequest,22
58,selfTestPassed,21
59,off,20
60,buttonUnPressOr60Seconds,20
61,"['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]",20
62,"['X', ['!', ['|', 'PCVMode', 'PSVMode']]]",20
63,"['X', 'RM']",18
64,inspiratoryPause,17
65,expiratoryPause,17
66,"['!', 'buttonUnPressOr60Seconds']",16
67,"[0,40]",16
68,"['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]]",16
69,"['X', 'StandbyMode']",16
70,apnea,16
71,"['!', ['&', 'StandbyMode', ['X', ['!', 'StandbyMode']]]]",16
72,"['X', 'SelfTestMode']",15
73,inspiratoryPhaseStart,15
74,"['!', ['&', 'PSVMode', 'RMButton']]",15
75,"['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'RMButton'], ['!', 'inspiratoryPauseButton']]]",15
76,"['!', ['&', 'PCVMode', 'RMButton']]",15
77,"['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton']]",15
78,"['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton']]",15
79,"['!', ['&', 'PSVMode', 'expiratoryPhase']]",15
80,"['X', 'PSVMode']",14
81,"['!', 'inspiratoryPhaseEnd']",14
82,"['X', 'inspiratoryPhaseEnd']",14
83,"['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]",14
84,"['X', ['!', ['&', 'PSVMode', 'RMButton']]]",14
85,"['&', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'RMButton'], ['!', 'inspiratoryPauseButton']], ['X', ['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'RMButton'], ['!', 'inspiratoryPauseButton']]]]]",14
86,"['X', ['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'RMButton'], ['!', 'inspiratoryPauseButton']]]]",14
87,"['&', ['&', 'PCVMode', 'RMButton'], ['X', ['!', ['&', 'PCVMode', 'RMButton']]]]",14
88,"['X', ['!', ['&', 'PCVMode', 'RMButton']]]",14
89,"['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton']]]]",14
90,"['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton']]]",14
91,"['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton']]]]",14
92,"['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton']]]",14
93,resumeVentilation,14
94,"['&', 'RM', ['X', ['!', 'RM']]]",14
95,"['X', ['!', 'RM']]",14
96,"['&', ['&', 'PSVMode', 'expiratoryPhase'], ['X', ['!', ['&', 'PSVMode', 'expiratoryPhase']]]]",14
97,"['X', ['!', ['&', 'PSVMode', 'expiratoryPhase']]]",14
98,"['!', 'off']",13
99,"['X', 'PCVMode']",13
100,ExpiratoryTriggerSensitivity,12
101,"['&', ['!', 'StandbyMode'], ['!', 'ventilating']]",12
102,"['!', 'ventilating']",12
103,"['!', 'patientBreathingRequest']",12
104,expClock,12
105,BreathingCycleStart,12
106,dropPAW,12
107,"['G', '[0,40]', ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]",12
108,stopVentilation,12
109,"['>=', 'breathingTime', 'apneaLagTime']",12
110,breathingTime,12
111,5,12
112,"['X', 'StartUpMode']",11
113,"['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]]",11
114,"['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]",11
115,"['!', ['&', 'PSVMode', 'inspiratoryPauseButton']]",11
116,"['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]",11
117,"['=', 'P_insp', 'P_inspAP']",11
118,P_inspAP,11
119,"['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]]",10
120,"['&', ['!', 'PSVMode'], ['X', 'PSVMode']]",10
121,"['&', ['&', 'PSVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PSVMode', 'inspiratoryPauseButton']]]]",10
122,"['X', ['!', ['&', 'PSVMode', 'inspiratoryPauseButton']]]",10
123,MaxP_insp,10
124,initDone,10
125,"['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]]",10
126,"['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]",10
127,"['&', ['!', 'RM'], 'expirationPhaseStart']",10
128,"['=', 'ItoE', 'ItoE_AP']",10
129,ItoE,10
130,ItoE_AP,10
131,"['=', 'RR', 'RR_AP']",10
132,RR,10
133,RR_AP,10
134,"['&', 'inspiratoryPauseButton', ['X', ['!', 'inspiratoryPauseButton']]]",10
135,"['X', ['!', 'inspiratoryPauseButton']]",10
136,"['!', ['&', ['!', 'StartUpMode'], ['X', 'StartUpMode']]]",9
137,"['&', ['!', 'StartUpMode'], ['X', 'StartUpMode']]",9
138,"['X', 'expirationPhaseStart']",9
139,"['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]]",9
140,"['&', ['!', 'PCVMode'], ['X', 'PCVMode']]",9
141,"['&', 'expiratoryPauseButton', 'ExpiratoryPhaseEnd']",9
142,ExpiratoryPhaseEnd,9
143,inspiratoryPressure,9
144,FinalState,9
145,"['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'expirationPhaseStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]",8
146,"['&', ['X', 'expirationPhaseStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]",8
147,"['&', ['!', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']], ['!', 'buttonUnPressOr60Seconds']]",8
148,"['!', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']]",8
149,"['X', 'inspiratoryPhaseStart']",8
150,"['X', 'patientBreathingRequest']",8
151,"['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]",8
152,"['!', 'PSVModeSelected']",8
153,"['X', 'PSVModeSelected']",8
154,"['!', ['&', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'RMButton'], ['!', 'inspiratoryPauseButton']], ['X', ['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'RMButton'], ['!', 'inspiratoryPauseButton']]]]]]",8
155,"['!', ['&', ['&', 'PCVMode', 'RMButton'], ['X', ['!', ['&', 'PCVMode', 'RMButton']]]]]",8
156,"['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton']]]]]",8
157,"['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton']]]]]",8
158,"['!', 'resumeVentilation']",8
159,breathingCycleStart,8
160,OutOfServiceWarning,8
161,"['!', 'RMButton']",8
162,"['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', ['&', 'ventilating', 'PSVMode']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]",8
163,"['&', ['X', ['&', 'ventilating', 'PSVMode']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]",8
164,"['X', ['&', 'ventilating', 'PSVMode']]",8
165,"['&', 'ventilating', 'PSVMode']",8
166,"['|', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]], ['&', ['X', 'FailSafeMode'], ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]]]]",8
167,"['&', ['X', 'FailSafeMode'], ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]]]",8
168,"['X', 'FailSafeMode']",8
169,"['!', ['&', 'RM', ['X', ['!', 'RM']]]]",8
170,"['!', ['&', ['&', 'PSVMode', 'expiratoryPhase'], ['X', ['!', ['&', 'PSVMode', 'expiratoryPhase']]]]]",8
171,inspiratoryPhase,7
172,newPatient,7
173,powerOff,7
174,"['!', 'expiratoryPause']",7
175,"['!', 'inspiratoryPause']",7
176,"['<', 'V_E', ['*', 'ExpiratoryTriggerSensitivity', 'PeakV_E']]",6
177,V_E,6
178,"['*', 'ExpiratoryTriggerSensitivity', 'PeakV_E']",6
179,PeakV_E,6
180,SelfTestFail,6
181,"['&', ['&', 'expiratoryPauseButton', ['<=', 'expClock', 'apneaLagTime']], ['!', 'patientBreathingRequest']]",6
182,"['&', 'expiratoryPauseButton', ['<=', 'expClock', 'apneaLagTime']]",6
183,"['<=', 'expClock', 'apneaLagTime']",6
184,"['>', 'dropPAW', 'ITS_PCV']",6
185,ITS_PCV,6
186,monitorInhaleTrigger,6
187,"['|', 'selfTestPassed', 'GUIResumeRequest']",6
188,GUIResumeRequest,6
189,"['!', 'expiratoryPauseButton']",6
190,expiratoryPhaseEnd,6
191,PCVModeSelected,6
192,"['<', 'Fl1', 'ExpiratoryTriggerSensitivity']",6
193,Fl1,6
194,"['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]",6
195,confirmPSVParameters,6
196,"['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]",6
197,"['>', 'P_insp', 'MaxP_insp']",6
198,param_V,6
199,testFl2Pass,6
200,patientSafe,6
201,testAlarmsPass,6
202,testOxygenSensorPass,6
203,testPSExpPass,6
204,testPowerSwitchPass,6
205,testLeaksPass,6
206,"['X', 'apnea']",6
207,"['X', ['&', ['&', ['&', 'PCVMode', ['=', 'RR', 'RR_AP']], ['=', 'P_insp', 'P_inspAP']], ['=', 'ItoE', 'ItoE_AP']]]",6
208,"['&', ['&', ['&', 'PCVMode', ['=', 'RR', 'RR_AP']], ['=', 'P_insp', 'P_inspAP']], ['=', 'ItoE', 'ItoE_AP']]",6
209,"['&', ['&', 'PCVMode', ['=', 'RR', 'RR_AP']], ['=', 'P_insp', 'P_inspAP']]",6
210,"['&', 'PCVMode', ['=', 'RR', 'RR_AP']]",6
211,powerFailure,6
212,"['X', 'breathingCycleStart']",6
213,powerButton,6
214,"['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']",6
215,InhaleTriggerSensitivityPSV,6
216,selfTestFail,6
217,"['&', ['>=', 'pressureSensorRetries', '5'], ['|', 'pressureSensorConnFailure', 'pressureSensorError']]",6
218,"['>=', 'pressureSensorRetries', '5']",6
219,"['|', 'pressureSensorConnFailure', 'pressureSensorError']",6
220,pressureSensorRetries,6
221,pressureSensorConnFailure,6
222,pressureSensorError,6
223,"['&', ['!', 'expiratoryPause'], 'inspiratoryPhaseStart']",6
224,"['&', ['&', 'expiratoryPauseButton', 'ExpiratoryPhaseEnd'], ['!', 'patientBreathingRequest']]",6
225,"['&', ['!', 'inspiratoryPause'], 'expirationPhaseStart']",6
226,"['&', ['>=', 'ADCRetries', '5'], ['|', 'ADCConnFailure', 'ADCError']]",6
227,"['>=', 'ADCRetries', '5']",6
228,"['|', 'ADCConnFailure', 'ADCError']",6
229,ADCRetries,6
230,ADCConnFailure,6
231,ADCError,6
232,"['>=', 'expClock', 'apneaLagTime']",6
233,"['>', 'dropPAW', 'ITS_PSV']",6
234,ITS_PSV,6
235,"['&', 'inspiratoryPhaseEnd', 'PSVModeSelected']",6
236,"['|', 'StartUpMode', 'SelfTestMode']",5
237,inspClock,5
238,inspiratoryTime,5
239,"['&', 'PCVMode', 'apnea']",5
240,1,5
241,checkCommsSensors,4
242,checkCommsValves,4
243,"['&', ['X', ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'expirationPhaseStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]",4
244,"['X', ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'expirationPhaseStart'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]]",4
245,"['|', ['!', ['U', ['&', ['!', 'off'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]], ['&', ['!', ['&', ['!', 'StandbyMode'], ['!', 'ventilating']]], ['!', 'off']]]], ['V', ['|', ['&', ['&', ['!', 'StandbyMode'], ['!', 'ventilating']], ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', ['!', 'StandbyMode'], ['!', 'ventilating']]]]",4
246,"['!', ['U', ['&', ['!', 'off'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]], ['&', ['!', ['&', ['!', 'StandbyMode'], ['!', 'ventilating']]], ['!', 'off']]]]",4
247,"['V', ['|', ['&', ['&', ['!', 'StandbyMode'], ['!', 'ventilating']], ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', ['!', 'StandbyMode'], ['!', 'ventilating']]]",4
248,"['U', ['&', ['!', 'off'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]], ['&', ['!', ['&', ['!', 'StandbyMode'], ['!', 'ventilating']]], ['!', 'off']]]",4
249,"['|', ['&', ['&', ['!', 'StandbyMode'], ['!', 'ventilating']], ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]",4
250,"['&', ['!', 'off'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]",4
251,"['&', ['!', ['&', ['!', 'StandbyMode'], ['!', 'ventilating']]], ['!', 'off']]",4
252,"['&', ['&', ['!', 'StandbyMode'], ['!', 'ventilating']], ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]",4
253,"['!', ['&', ['!', 'StandbyMode'], ['!', 'ventilating']]]",4
254,"['|', ['!', ['U', ['&', ['!', 'buttonUnPressOr60Seconds'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]], ['&', ['!', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']], ['!', 'buttonUnPressOr60Seconds']]]], ['V', ['|', ['&', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose'], ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']]]",4
255,"['!', ['U', ['&', ['!', 'buttonUnPressOr60Seconds'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]], ['&', ['!', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']], ['!', 'buttonUnPressOr60Seconds']]]]",4
256,"['V', ['|', ['&', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose'], ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']]",4
257,"['U', ['&', ['!', 'buttonUnPressOr60Seconds'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]], ['&', ['!', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']], ['!', 'buttonUnPressOr60Seconds']]]",4
258,"['|', ['&', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose'], ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]",4
259,"['&', ['!', 'buttonUnPressOr60Seconds'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]",4
260,"['&', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose'], ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]",4
261,checkCommsGUI,4
262,"['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', 'inspiratoryPhaseStart'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]",4
263,"['&', ['X', 'inspiratoryPhaseStart'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]",4
264,"['!', 'BreathingCycleStart']",4
265,"['X', 'BreathingCycleStart']",4
266,"['|', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['&', ['X', 'patientBreathingRequest'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]",4
267,"['&', ['X', 'patientBreathingRequest'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]",4
268,"['|', ['|', ['|', ['|', 'StartUpMode', 'SelfTestMode'], 'StandbyMode'], 'PCVMode'], 'PSVMode']",4
269,"['|', ['|', ['|', 'StartUpMode', 'SelfTestMode'], 'StandbyMode'], 'PCVMode']",4
270,"['|', ['|', 'StartUpMode', 'SelfTestMode'], 'StandbyMode']",4
271,"['|', ['G', '[0,40]', ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', ['&', 'PSVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PSVMode', 'inspiratoryPauseButton']]]], ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]",4
272,"['V', ['&', ['&', 'PSVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PSVMode', 'inspiratoryPauseButton']]]], ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]",4
273,"['!', ['&', ['&', 'PSVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PSVMode', 'inspiratoryPauseButton']]]]]",4
274,outValveOpen,4
275,"['U', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]], ['|', 'inspiratoryPause', ['!', 'inspiratoryPauseButton']]]",4
276,"['|', 'inspiratoryPause', ['!', 'inspiratoryPauseButton']]",4
277,"['!', ['|', ['>=', 'P_insp', 'MaxP_insp'], ['>=', 'inspClock', 'inspiratoryTime']]]",4
278,"['|', ['>=', 'P_insp', 'MaxP_insp'], ['>=', 'inspClock', 'inspiratoryTime']]",4
279,"['>=', 'P_insp', 'MaxP_insp']",4
280,"['>=', 'inspClock', 'inspiratoryTime']",4
281,"['!', 'monitorInhaleTrigger']",4
282,"['|', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['&', ['X', 'StandbyMode'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]",4
283,"['&', ['X', 'StandbyMode'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]",4
284,"['|', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]], ['&', ['X', 'SelfTestMode'], ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]]]]",4
285,"['&', ['X', 'SelfTestMode'], ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]]]",4
286,"['|', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]], ['&', ['X', 'RM'], ['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]]]",4
287,"['&', ['X', 'RM'], ['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]]",4
288,"['|', ['G', '[0,40]', ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]], ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]",4
289,"['V', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]], ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]",4
290,"['!', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]]]",4
291,"['!', ['&', ['!', 'RM'], 'expirationPhaseStart']]",4
292,"['U', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]], ['|', 'expiratoryPause', ['!', 'expiratoryPauseButton']]]",4
293,"['|', 'expiratoryPause', ['!', 'expiratoryPauseButton']]",4
294,"['|', ['&', 'StandbyMode', ['X', ['!', 'StandbyMode']]], ['&', ['X', 'PSVMode'], ['!', ['&', 'StandbyMode', ['X', ['!', 'StandbyMode']]]]]]",4
295,"['&', ['X', 'PSVMode'], ['!', ['&', 'StandbyMode', ['X', ['!', 'StandbyMode']]]]]",4
296,"['|', ['&', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'RMButton'], ['!', 'inspiratoryPauseButton']], ['X', ['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'RMButton'], ['!', 'inspiratoryPauseButton']]]]], ['&', ['X', 'RM'], ['!', ['&', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'RMButton'], ['!', 'inspiratoryPauseButton']], ['X', ['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'RMButton'], ['!', 'inspiratoryPauseButton']]]]]]]]",4
297,"['&', ['X', 'RM'], ['!', ['&', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'RMButton'], ['!', 'inspiratoryPauseButton']], ['X', ['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'RMButton'], ['!', 'inspiratoryPauseButton']]]]]]]",4
298,"['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', 'StandbyMode'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]",4
299,"['&', ['X', 'StandbyMode'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]",4
300,"['!', 'stopVentilation']",4
301,"['X', 'stopVentilation']",4
302,"['|', ['&', ['&', 'PCVMode', 'RMButton'], ['X', ['!', ['&', 'PCVMode', 'RMButton']]]], ['&', ['X', 'RM'], ['!', ['&', ['&', 'PCVMode', 'RMButton'], ['X', ['!', ['&', 'PCVMode', 'RMButton']]]]]]]",4
303,"['&', ['X', 'RM'], ['!', ['&', ['&', 'PCVMode', 'RMButton'], ['X', ['!', ['&', 'PCVMode', 'RMButton']]]]]]",4
304,"['|', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton']]]], ['&', ['X', ['->', 'expiratoryPauseButton', ['&', ['&', 'expiratoryPause', 'inValveClose'], 'outValveClose']]], ['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton']]]]]]]",4
305,"['&', ['X', ['->', 'expiratoryPauseButton', ['&', ['&', 'expiratoryPause', 'inValveClose'], 'outValveClose']]], ['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton']]]]]]",4
306,"['X', ['->', 'expiratoryPauseButton', ['&', ['&', 'expiratoryPause', 'inValveClose'], 'outValveClose']]]",4
307,"['->', 'expiratoryPauseButton', ['&', ['&', 'expiratoryPause', 'inValveClose'], 'outValveClose']]",4
308,"['&', ['&', 'expiratoryPause', 'inValveClose'], 'outValveClose']",4
309,"['&', 'expiratoryPause', 'inValveClose']",4
310,"['|', ['&', 'StandbyMode', ['X', ['!', 'StandbyMode']]], ['&', ['X', 'PCVMode'], ['!', ['&', 'StandbyMode', ['X', ['!', 'StandbyMode']]]]]]",4
311,"['&', ['X', 'PCVMode'], ['!', ['&', 'StandbyMode', ['X', ['!', 'StandbyMode']]]]]",4
