reqid,fret,serialisation
CONT38,(G ((StartUpMode | StandbyMode) -> (inValveClose & outValveOpen))),"['G', ['->', ['|', 'StartUpMode', 'StandbyMode'], ['&', 'inValveClose', 'outValveOpen']]]"
CONT41,((G ((! (((! (PCVMode | PSVMode)) ) & (X (PCVMode | PSVMode)))) | (X (((((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode)))) V (((! inspiratoryPauseButton) & ((X inspiratoryPauseButton) & (! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode))))))) -> ((X ((! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode))))) U (inspiratoryPause | (! inspiratoryPauseButton)))) & (! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode)))))))) & (inspiratoryPauseButton -> ((! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode))))) U (inspiratoryPause | (! inspiratoryPauseButton)))))))) & ((PCVMode | PSVMode) -> (((((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode)))) V (((! inspiratoryPauseButton) & ((X inspiratoryPauseButton) & (! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode))))))) -> ((X ((! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode))))) U (inspiratoryPause | (! inspiratoryPauseButton)))) & (! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode)))))))) & (inspiratoryPauseButton -> ((! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode))))) U (inspiratoryPause | (! inspiratoryPauseButton))))))),"['&', ['G', ['|', ['!', ['&', ['!', ['|', 'PCVMode', 'PSVMode']], ['X', ['|', 'PCVMode', 'PSVMode']]]], ['X', ['&', ['V', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]], ['->', ['&', ['!', 'inspiratoryPauseButton'], ['&', ['X', 'inspiratoryPauseButton'], ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]]]], ['&', ['X', ['U', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]], ['|', 'inspiratoryPause', ['!', 'inspiratoryPauseButton']]]], ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]]]]], ['->', 'inspiratoryPauseButton', ['U', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]], ['|', 'inspiratoryPause', ['!', 'inspiratoryPauseButton']]]]]]]], ['->', ['|', 'PCVMode', 'PSVMode'], ['&', ['V', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]], ['->', ['&', ['!', 'inspiratoryPauseButton'], ['&', ['X', 'inspiratoryPauseButton'], ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]]]], ['&', ['X', ['U', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]], ['|', 'inspiratoryPause', ['!', 'inspiratoryPauseButton']]]], ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]]]]], ['->', 'inspiratoryPauseButton', ['U', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]], ['|', 'inspiratoryPause', ['!', 'inspiratoryPauseButton']]]]]]]"
CONT32,((G ((! (((! PSVMode) ) & (X PSVMode))) | (X ((! (((! ((P_insp >= MaxP_insp) | (inspClock >= inspiratoryTime))) & (! ((PSVMode ) & (X (! PSVMode))))) U ((! inspiratoryPhase) & (! ((P_insp >= MaxP_insp) | (inspClock >= inspiratoryTime)))))) | (((inspiratoryPhase & ((PSVMode ) & (X (! PSVMode)))) | ((PSVMode ) & (X (! PSVMode)))) V inspiratoryPhase))))) & (PSVMode -> ((! (((! ((P_insp >= MaxP_insp) | (inspClock >= inspiratoryTime))) & (! ((PSVMode ) & (X (! PSVMode))))) U ((! inspiratoryPhase) & (! ((P_insp >= MaxP_insp) | (inspClock >= inspiratoryTime)))))) | (((inspiratoryPhase & ((PSVMode ) & (X (! PSVMode)))) | ((PSVMode ) & (X (! PSVMode)))) V inspiratoryPhase)))),"['&', ['G', ['|', ['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]], ['X', ['|', ['!', ['U', ['&', ['!', ['|', ['>=', 'P_insp', 'MaxP_insp'], ['>=', 'inspClock', 'inspiratoryTime']]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]], ['&', ['!', 'inspiratoryPhase'], ['!', ['|', ['>=', 'P_insp', 'MaxP_insp'], ['>=', 'inspClock', 'inspiratoryTime']]]]]], ['V', ['|', ['&', 'inspiratoryPhase', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'inspiratoryPhase']]]]], ['->', 'PSVMode', ['|', ['!', ['U', ['&', ['!', ['|', ['>=', 'P_insp', 'MaxP_insp'], ['>=', 'inspClock', 'inspiratoryTime']]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]], ['&', ['!', 'inspiratoryPhase'], ['!', ['|', ['>=', 'P_insp', 'MaxP_insp'], ['>=', 'inspClock', 'inspiratoryTime']]]]]], ['V', ['|', ['&', 'inspiratoryPhase', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'inspiratoryPhase']]]]"
CONT12,((G ((! (((! StartUpMode) ) & (X StartUpMode))) | (X ((! ((StartUpMode ) & (X (! StartUpMode)))) U defaultParamsLoaded)))) & (StartUpMode -> ((! ((StartUpMode ) & (X (! StartUpMode)))) U defaultParamsLoaded))),"['&', ['G', ['|', ['!', ['&', ['!', 'StartUpMode'], ['X', 'StartUpMode']]], ['X', ['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], 'defaultParamsLoaded']]]], ['->', 'StartUpMode', ['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], 'defaultParamsLoaded']]]"
CONT45,"((G (((! expirationPhaseStart) & (X expirationPhaseStart)) -> (X (((G[0,700] (! monitorInhaleTrigger)) | (G (! monitorInhaleTrigger))) & (F[0,701] monitorInhaleTrigger))))) & (expirationPhaseStart -> (((G[0,700] (! monitorInhaleTrigger)) | (G (! monitorInhaleTrigger))) & (F[0,701] monitorInhaleTrigger))))","['&', ['G', ['->', ['&', ['!', 'expirationPhaseStart'], ['X', 'expirationPhaseStart']], ['X', ['&', ['|', ['G', '[0,700]', ['!', 'monitorInhaleTrigger']], ['G', ['!', 'monitorInhaleTrigger']]], ['F', '[0,701]', 'monitorInhaleTrigger']]]]], ['->', 'expirationPhaseStart', ['&', ['|', ['G', '[0,700]', ['!', 'monitorInhaleTrigger']], ['G', ['!', 'monitorInhaleTrigger']]], ['F', '[0,701]', 'monitorInhaleTrigger']]]]"
CONT4,((G ((! (((! SelfTestMode) ) & (X SelfTestMode))) | (X ((((SelfTestMode ) & (X (! SelfTestMode))) V (((! (selfTestPassed | GUIResumeRequest)) & ((X (selfTestPassed | GUIResumeRequest)) & (! ((SelfTestMode ) & (X (! SelfTestMode)))))) -> ((X (((SelfTestMode ) & (X (! SelfTestMode))) | ((X StandbyMode) & (! ((SelfTestMode ) & (X (! SelfTestMode))))))) & (! ((SelfTestMode ) & (X (! SelfTestMode))))))) & ((selfTestPassed | GUIResumeRequest) -> (((SelfTestMode ) & (X (! SelfTestMode))) | ((X StandbyMode) & (! ((SelfTestMode ) & (X (! SelfTestMode))))))))))) & (SelfTestMode -> ((((SelfTestMode ) & (X (! SelfTestMode))) V (((! (selfTestPassed | GUIResumeRequest)) & ((X (selfTestPassed | GUIResumeRequest)) & (! ((SelfTestMode ) & (X (! SelfTestMode)))))) -> ((X (((SelfTestMode ) & (X (! SelfTestMode))) | ((X StandbyMode) & (! ((SelfTestMode ) & (X (! SelfTestMode))))))) & (! ((SelfTestMode ) & (X (! SelfTestMode))))))) & ((selfTestPassed | GUIResumeRequest) -> (((SelfTestMode ) & (X (! SelfTestMode))) | ((X StandbyMode) & (! ((SelfTestMode ) & (X (! SelfTestMode)))))))))),"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['&', ['V', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['->', ['&', ['!', ['|', 'selfTestPassed', 'GUIResumeRequest']], ['&', ['X', ['|', 'selfTestPassed', 'GUIResumeRequest']], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]], ['&', ['X', ['|', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['&', ['X', 'StandbyMode'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]], ['->', ['|', 'selfTestPassed', 'GUIResumeRequest'], ['|', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['&', ['X', 'StandbyMode'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]]]]]], ['->', 'SelfTestMode', ['&', ['V', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['->', ['&', ['!', ['|', 'selfTestPassed', 'GUIResumeRequest']], ['&', ['X', ['|', 'selfTestPassed', 'GUIResumeRequest']], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]], ['&', ['X', ['|', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['&', ['X', 'StandbyMode'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]], ['->', ['|', 'selfTestPassed', 'GUIResumeRequest'], ['|', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['&', ['X', 'StandbyMode'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]]]]]"
CONT1_2,,
CONT3,((G ((! (((! StartUpMode) ) & (X StartUpMode))) | (X ((((StartUpMode ) & (X (! StartUpMode))) V (((! initDone) & ((X initDone) & (! ((StartUpMode ) & (X (! StartUpMode)))))) -> ((X (((StartUpMode ) & (X (! StartUpMode))) | ((X SelfTestMode) & (! ((StartUpMode ) & (X (! StartUpMode))))))) & (! ((StartUpMode ) & (X (! StartUpMode))))))) & (initDone -> (((StartUpMode ) & (X (! StartUpMode))) | ((X SelfTestMode) & (! ((StartUpMode ) & (X (! StartUpMode))))))))))) & (StartUpMode -> ((((StartUpMode ) & (X (! StartUpMode))) V (((! initDone) & ((X initDone) & (! ((StartUpMode ) & (X (! StartUpMode)))))) -> ((X (((StartUpMode ) & (X (! StartUpMode))) | ((X SelfTestMode) & (! ((StartUpMode ) & (X (! StartUpMode))))))) & (! ((StartUpMode ) & (X (! StartUpMode))))))) & (initDone -> (((StartUpMode ) & (X (! StartUpMode))) | ((X SelfTestMode) & (! ((StartUpMode ) & (X (! StartUpMode)))))))))),"['&', ['G', ['|', ['!', ['&', ['!', 'StartUpMode'], ['X', 'StartUpMode']]], ['X', ['&', ['V', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]], ['->', ['&', ['!', 'initDone'], ['&', ['X', 'initDone'], ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]]]], ['&', ['X', ['|', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]], ['&', ['X', 'SelfTestMode'], ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]]]]], ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]]]]], ['->', 'initDone', ['|', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]], ['&', ['X', 'SelfTestMode'], ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]]]]]]]]], ['->', 'StartUpMode', ['&', ['V', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]], ['->', ['&', ['!', 'initDone'], ['&', ['X', 'initDone'], ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]]]], ['&', ['X', ['|', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]], ['&', ['X', 'SelfTestMode'], ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]]]]], ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]]]]], ['->', 'initDone', ['|', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]], ['&', ['X', 'SelfTestMode'], ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]]]]]]]]"
CONT35,((G ((! (((! (PSVMode & RMButton)) ) & (X (PSVMode & RMButton)))) | (X (((((PSVMode & RMButton) ) & (X (! (PSVMode & RMButton)))) V (((! inspiratoryPhaseEnd) & ((X inspiratoryPhaseEnd) & (! (((PSVMode & RMButton) ) & (X (! (PSVMode & RMButton))))))) -> ((X ((((PSVMode & RMButton) ) & (X (! (PSVMode & RMButton)))) | ((X RM) & (! (((PSVMode & RMButton) ) & (X (! (PSVMode & RMButton)))))))) & (! (((PSVMode & RMButton) ) & (X (! (PSVMode & RMButton)))))))) & (inspiratoryPhaseEnd -> ((((PSVMode & RMButton) ) & (X (! (PSVMode & RMButton)))) | ((X RM) & (! (((PSVMode & RMButton) ) & (X (! (PSVMode & RMButton)))))))))))) & ((PSVMode & RMButton) -> (((((PSVMode & RMButton) ) & (X (! (PSVMode & RMButton)))) V (((! inspiratoryPhaseEnd) & ((X inspiratoryPhaseEnd) & (! (((PSVMode & RMButton) ) & (X (! (PSVMode & RMButton))))))) -> ((X ((((PSVMode & RMButton) ) & (X (! (PSVMode & RMButton)))) | ((X RM) & (! (((PSVMode & RMButton) ) & (X (! (PSVMode & RMButton)))))))) & (! (((PSVMode & RMButton) ) & (X (! (PSVMode & RMButton)))))))) & (inspiratoryPhaseEnd -> ((((PSVMode & RMButton) ) & (X (! (PSVMode & RMButton)))) | ((X RM) & (! (((PSVMode & RMButton) ) & (X (! (PSVMode & RMButton))))))))))),"['&', ['G', ['|', ['!', ['&', ['!', ['&', 'PSVMode', 'RMButton']], ['X', ['&', 'PSVMode', 'RMButton']]]], ['X', ['&', ['V', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]], ['->', ['&', ['!', 'inspiratoryPhaseEnd'], ['&', ['X', 'inspiratoryPhaseEnd'], ['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]]], ['&', ['X', ['|', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]], ['&', ['X', 'RM'], ['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]]]], ['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]]]], ['->', 'inspiratoryPhaseEnd', ['|', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]], ['&', ['X', 'RM'], ['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]]]]]]]], ['->', ['&', 'PSVMode', 'RMButton'], ['&', ['V', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]], ['->', ['&', ['!', 'inspiratoryPhaseEnd'], ['&', ['X', 'inspiratoryPhaseEnd'], ['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]]], ['&', ['X', ['|', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]], ['&', ['X', 'RM'], ['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]]]], ['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]]]], ['->', 'inspiratoryPhaseEnd', ['|', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]], ['&', ['X', 'RM'], ['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]]]]]]]"
CONT46,(((! ((FailSafeMode ) & (X (! FailSafeMode)))) U (((FailSafeMode ) & (X (! FailSafeMode))) & (X ((off V ((! ((((StartUpMode | SelfTestMode) | StandbyMode) | PCVMode) | PSVMode)) | off)) | (G (! ((((StartUpMode | SelfTestMode) | StandbyMode) | PCVMode) | PSVMode))))))) | (G (! ((FailSafeMode ) & (X (! FailSafeMode)))))),"['|', ['U', ['!', ['&', 'FailSafeMode', ['X', ['!', 'FailSafeMode']]]], ['&', ['&', 'FailSafeMode', ['X', ['!', 'FailSafeMode']]], ['X', ['|', ['V', 'off', ['|', ['!', ['|', ['|', ['|', ['|', 'StartUpMode', 'SelfTestMode'], 'StandbyMode'], 'PCVMode'], 'PSVMode']], 'off']], ['G', ['!', ['|', ['|', ['|', ['|', 'StartUpMode', 'SelfTestMode'], 'StandbyMode'], 'PCVMode'], 'PSVMode']]]]]]], ['G', ['!', ['&', 'FailSafeMode', ['X', ['!', 'FailSafeMode']]]]]]"
CONT23,"((G ((! (((! (PCVMode & inspiratoryPauseButton)) ) & (X (PCVMode & inspiratoryPauseButton)))) | (X (((((PCVMode & inspiratoryPauseButton) ) & (X (! (PCVMode & inspiratoryPauseButton)))) V (((! inspiratoryPhaseEnd) & ((X inspiratoryPhaseEnd) & (! (((PCVMode & inspiratoryPauseButton) ) & (X (! (PCVMode & inspiratoryPauseButton))))))) -> ((X ((G[0,40] (inspiratoryPauseButton -> (inValveClose & outValveClose))) | ((((PCVMode & inspiratoryPauseButton) ) & (X (! (PCVMode & inspiratoryPauseButton)))) V (inspiratoryPauseButton -> (inValveClose & outValveClose))))) & (! (((PCVMode & inspiratoryPauseButton) ) & (X (! (PCVMode & inspiratoryPauseButton)))))))) & (inspiratoryPhaseEnd -> ((G[0,40] (inspiratoryPauseButton -> (inValveClose & outValveClose))) | ((((PCVMode & inspiratoryPauseButton) ) & (X (! (PCVMode & inspiratoryPauseButton)))) V (inspiratoryPauseButton -> (inValveClose & outValveClose))))))))) & ((PCVMode & inspiratoryPauseButton) -> (((((PCVMode & inspiratoryPauseButton) ) & (X (! (PCVMode & inspiratoryPauseButton)))) V (((! inspiratoryPhaseEnd) & ((X inspiratoryPhaseEnd) & (! (((PCVMode & inspiratoryPauseButton) ) & (X (! (PCVMode & inspiratoryPauseButton))))))) -> ((X ((G[0,40] (inspiratoryPauseButton -> (inValveClose & outValveClose))) | ((((PCVMode & inspiratoryPauseButton) ) & (X (! (PCVMode & inspiratoryPauseButton)))) V (inspiratoryPauseButton -> (inValveClose & outValveClose))))) & (! (((PCVMode & inspiratoryPauseButton) ) & (X (! (PCVMode & inspiratoryPauseButton)))))))) & (inspiratoryPhaseEnd -> ((G[0,40] (inspiratoryPauseButton -> (inValveClose & outValveClose))) | ((((PCVMode & inspiratoryPauseButton) ) & (X (! (PCVMode & inspiratoryPauseButton)))) V (inspiratoryPauseButton -> (inValveClose & outValveClose))))))))","['&', ['G', ['|', ['!', ['&', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']], ['X', ['&', 'PCVMode', 'inspiratoryPauseButton']]]], ['X', ['&', ['V', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]], ['->', ['&', ['!', 'inspiratoryPhaseEnd'], ['&', ['X', 'inspiratoryPhaseEnd'], ['!', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]], ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]]]]]], ['->', 'inspiratoryPhaseEnd', ['|', ['G', '[0,40]', ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]], ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]]]], ['->', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['&', ['V', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]], ['->', ['&', ['!', 'inspiratoryPhaseEnd'], ['&', ['X', 'inspiratoryPhaseEnd'], ['!', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]], ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]]]]]], ['->', 'inspiratoryPhaseEnd', ['|', ['G', '[0,40]', ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]], ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]]]"
CONT43_2,"((G (((! RM) & (X RM)) -> (X (((G[0,10] (! ((! RM) & expirationPhaseStart))) | (G (! ((! RM) & expirationPhaseStart)))) & (F[0,11] ((! RM) & expirationPhaseStart)))))) & (RM -> (((G[0,10] (! ((! RM) & expirationPhaseStart))) | (G (! ((! RM) & expirationPhaseStart)))) & (F[0,11] ((! RM) & expirationPhaseStart)))))","['&', ['G', ['->', ['&', ['!', 'RM'], ['X', 'RM']], ['X', ['&', ['|', ['G', '[0,10]', ['!', ['&', ['!', 'RM'], 'expirationPhaseStart']]], ['G', ['!', ['&', ['!', 'RM'], 'expirationPhaseStart']]]], ['F', '[0,11]', ['&', ['!', 'RM'], 'expirationPhaseStart']]]]]], ['->', 'RM', ['&', ['|', ['G', '[0,10]', ['!', ['&', ['!', 'RM'], 'expirationPhaseStart']]], ['G', ['!', ['&', ['!', 'RM'], 'expirationPhaseStart']]]], ['F', '[0,11]', ['&', ['!', 'RM'], 'expirationPhaseStart']]]]]"
CONT1_6,(G (FailSafeMode -> (inValveClose & outValveOpen))),"['G', ['->', 'FailSafeMode', ['&', 'inValveClose', 'outValveOpen']]]"
CONT42,((G ((! (((! (PCVMode | PSVMode)) ) & (X (PCVMode | PSVMode)))) | (X (((((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode)))) V (((! expiratoryPauseButton) & ((X expiratoryPauseButton) & (! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode))))))) -> ((X ((! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode))))) U (expiratoryPause | (! expiratoryPauseButton)))) & (! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode)))))))) & (expiratoryPauseButton -> ((! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode))))) U (expiratoryPause | (! expiratoryPauseButton)))))))) & ((PCVMode | PSVMode) -> (((((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode)))) V (((! expiratoryPauseButton) & ((X expiratoryPauseButton) & (! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode))))))) -> ((X ((! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode))))) U (expiratoryPause | (! expiratoryPauseButton)))) & (! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode)))))))) & (expiratoryPauseButton -> ((! (((PCVMode | PSVMode) ) & (X (! (PCVMode | PSVMode))))) U (expiratoryPause | (! expiratoryPauseButton))))))),"['&', ['G', ['|', ['!', ['&', ['!', ['|', 'PCVMode', 'PSVMode']], ['X', ['|', 'PCVMode', 'PSVMode']]]], ['X', ['&', ['V', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]], ['->', ['&', ['!', 'expiratoryPauseButton'], ['&', ['X', 'expiratoryPauseButton'], ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]]]], ['&', ['X', ['U', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]], ['|', 'expiratoryPause', ['!', 'expiratoryPauseButton']]]], ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]]]]], ['->', 'expiratoryPauseButton', ['U', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]], ['|', 'expiratoryPause', ['!', 'expiratoryPauseButton']]]]]]]], ['->', ['|', 'PCVMode', 'PSVMode'], ['&', ['V', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]], ['->', ['&', ['!', 'expiratoryPauseButton'], ['&', ['X', 'expiratoryPauseButton'], ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]]]], ['&', ['X', ['U', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]], ['|', 'expiratoryPause', ['!', 'expiratoryPauseButton']]]], ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]]]]], ['->', 'expiratoryPauseButton', ['U', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], ['X', ['!', ['|', 'PCVMode', 'PSVMode']]]]], ['|', 'expiratoryPause', ['!', 'expiratoryPauseButton']]]]]]]"
CONT17,,
CONT39,(G (inspiratoryPhase -> (((outValveClose & ((PCVMode & (! apnea)) -> (P_insp = P_isnpPCV))) & (PSVMode -> (P_insp = P_inspPSV))) & ((PCVMode & apnea) -> (P_insp = P_inspAP))))),"['G', ['->', 'inspiratoryPhase', ['&', ['&', ['&', 'outValveClose', ['->', ['&', 'PCVMode', ['!', 'apnea']], ['=', 'P_insp', 'P_isnpPCV']]], ['->', 'PSVMode', ['=', 'P_insp', 'P_inspPSV']]], ['->', ['&', 'PCVMode', 'apnea'], ['=', 'P_insp', 'P_inspAP']]]]]"
