serialisation,size,count,shrinking_power
"['&', ['G', ['->', ['&', ['!', ['!', 'clearance']], ['X', ['!', 'clearance']]], ['X', ['G', ['!', 'shareSensitiveInformation']]]]], ['->', ['!', 'clearance'], ['G', ['!', 'shareSensitiveInformation']]]]",20,1,20
"['&', ['G', ['->', ['&', ['!', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']], ['X', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']]], ['X', 'explainAlternatives']]], ['->', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion'], 'explainAlternatives']]",19,1,19
"['&', ['G', ['->', ['&', ['!', 'failureDetected'], ['X', 'failureDetected']], ['X', ['&', 'diagnose', 'explain']]]], ['->', 'failureDetected', ['&', 'diagnose', 'explain']]]",17,1,17
"['G', ['|', ['!', ['&', ['!', 'systemDiagnosis'], ['X', 'systemDiagnosis']]], ['X', ['U', ['!', ['&', 'systemDiagnosis', ['X', ['!', 'systemDiagnosis']]]], 'detailed']]]]",17,1,17
"['|', ['!', ['&', ['!', 'systemDiagnosis'], ['X', 'systemDiagnosis']]], ['X', ['U', ['!', ['&', 'systemDiagnosis', ['X', ['!', 'systemDiagnosis']]]], 'detailed']]]",16,1,16
"['&', ['G', ['->', ['&', ['!', 'safetyConcernDetected'], ['X', 'safetyConcernDetected']], ['X', ['X', 'verifyAction']]]], ['->', 'safetyConcernDetected', ['X', 'verifyAction']]]",15,1,15
"['&', ['G', ['->', ['&', ['!', 'safetyConcernDetected'], ['X', 'safetyConcernDetected']], ['X', ['X', 'justifyDecision']]]], ['->', 'safetyConcernDetected', ['X', 'justifyDecision']]]",15,1,15
"['G', ['->', ['&', ['!', ['>=', 'probComplete', 'p']], ['X', ['>=', 'probComplete', 'p']]], ['X', ['&', 'returnUncertaintyVariables', 'explain']]]]",15,1,15
"['&', ['G', ['->', ['&', ['!', 'unexpectedObstacle'], ['X', 'unexpectedObstacle']], ['X', ['F', 'Explain']]]], ['->', 'unexpectedObstacle', ['F', 'Explain']]]",15,1,15
"['&', ['G', ['->', ['&', ['!', 'problemDetected'], ['X', 'problemDetected']], ['X', ['F', 'explain']]]], ['->', 'problemDetected', ['F', 'explain']]]",15,1,15
"['&', ['G', ['->', ['&', ['!', 'assessment'], ['X', 'assessment']], ['X', ['X', 'provideReason']]]], ['->', 'assessment', ['X', 'provideReason']]]",15,1,15
"['&', ['G', ['->', ['&', ['!', 'decisionMaking'], ['X', 'decisionMaking']], ['X', ['F', 'explain']]]], ['->', 'decisionMaking', ['F', 'explain']]]",15,1,15
"['&', ['G', ['->', ['&', ['!', 'missioncomplete'], ['X', 'missioncomplete']], ['X', ['X', 'explain']]]], ['->', 'missioncomplete', ['X', 'explain']]]",15,1,15
"['&', ['G', ['->', ['&', ['!', 'selfRecoveryExists'], ['X', 'selfRecoveryExists']], ['X', ['F', 'explainRecoveryStrategy']]]], ['->', 'selfRecoveryExists', ['F', 'explainRecoveryStrategy']]]",15,1,15
"['G', ['->', ['&', ['!', ['&', 'routeChange', 'infoRequest']], ['X', ['&', 'routeChange', 'infoRequest']]], ['X', ['X', 'provideReason']]]]",14,1,14
"['G', ['->', ['&', ['!', ['->', 'timeConstraints', 'changePlan']], ['X', ['->', 'timeConstraints', 'changePlan']]], ['X', ['X', 'explain']]]]",14,1,14
"['G', ['->', ['&', ['!', ['->', 'priorities', 'changePlan']], ['X', ['->', 'priorities', 'changePlan']]], ['X', ['X', 'explain']]]]",14,1,14
"['->', ['&', ['!', ['>=', 'probComplete', 'p']], ['X', ['>=', 'probComplete', 'p']]], ['X', ['&', 'returnUncertaintyVariables', 'explain']]]",14,1,14
"['G', ['->', ['&', ['!', ['->', 'situationAssessment', 'lowRisk']], ['X', ['->', 'situationAssessment', 'lowRisk']]], ['X', ['F', 'detailed']]]]",14,1,14
"['G', ['|', ['!', ['&', ['!', 'manipulationMode'], ['X', 'manipulationMode']]], ['X', ['&', ['&', 'explainObject', 'Future(explainMaterial)'], 'Future(explainCut)']]]]",14,1,14
"['&', ['G', ['->', ['&', ['!', 'taskCannotComplete'], ['X', 'taskCannotComplete']], ['X', 'explain']]], ['->', 'taskCannotComplete', 'explain']]",13,1,13
"['->', ['&', ['!', ['&', 'routeChange', 'infoRequest']], ['X', ['&', 'routeChange', 'infoRequest']]], ['X', ['X', 'provideReason']]]",13,1,13
"['->', ['&', ['!', ['->', 'timeConstraints', 'changePlan']], ['X', ['->', 'timeConstraints', 'changePlan']]], ['X', ['X', 'explain']]]",13,1,13
"['->', ['&', ['!', ['->', 'priorities', 'changePlan']], ['X', ['->', 'priorities', 'changePlan']]], ['X', ['X', 'explain']]]",13,1,13
"['&', ['G', ['->', ['&', ['!', 'areaAvoided'], ['X', 'areaAvoided']], ['X', 'explain']]], ['->', 'areaAvoided', 'explain']]",13,1,13
"['&', ['G', ['->', ['&', ['!', 'abort'], ['X', 'abort']], ['X', 'explain']]], ['->', 'abort', 'explain']]",13,1,13
"['G', ['->', ['&', ['!', ['!', 'clearance']], ['X', ['!', 'clearance']]], ['X', ['G', ['!', 'shareSensitiveInformation']]]]]",13,1,13
"['&', ['G', ['->', ['&', ['!', 'unexpectedCondition'], ['X', 'unexpectedCondition']], ['X', 'notifyUsers']]], ['->', 'unexpectedCondition', 'notifyUsers']]",13,1,13
"['&', ['G', ['->', ['&', ['!', 'pathImpossible'], ['X', 'pathImpossible']], ['X', 'returnAllOption']]], ['->', 'pathImpossible', 'returnAllOption']]",13,1,13
"['->', ['&', ['!', ['->', 'situationAssessment', 'lowRisk']], ['X', ['->', 'situationAssessment', 'lowRisk']]], ['X', ['F', 'detailed']]]",13,1,13
"['|', ['!', ['&', ['!', 'manipulationMode'], ['X', 'manipulationMode']]], ['X', ['&', ['&', 'explainObject', 'Future(explainMaterial)'], 'Future(explainCut)']]]",13,1,13
"['&', ['G', ['->', ['&', ['!', 'notOptimal'], ['X', 'notOptimal']], ['X', 'explain']]], ['->', 'notOptimal', 'explain']]",13,1,13
"['&', ['G', ['->', ['&', ['!', 'taskAbort'], ['X', 'taskAbort']], ['X', 'explainFailSafe']]], ['->', 'taskAbort', 'explainFailSafe']]",13,1,13
"['&', ['G', ['->', ['&', ['!', 'timeCritical'], ['X', 'timeCritical']], ['X', 'concise']]], ['->', 'timeCritical', 'concise']]",13,1,13
"['G', ['->', ['&', ['!', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']], ['X', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']]], ['X', 'explainAlternatives']]]",13,1,13
"['&', ['G', ['->', ['&', ['!', 'planDeviation'], ['X', 'planDeviation']], ['X', 'returnCurrentLocation']]], ['->', 'planDeviation', 'returnCurrentLocation']]",13,1,13
"['->', ['&', ['!', ['!', 'clearance']], ['X', ['!', 'clearance']]], ['X', ['G', ['!', 'shareSensitiveInformation']]]]",12,1,12
"['G', ['&', ['&', ['&', ['->', 'explainCurrentPath', 'returnCurrentPath'], ['->', 'explainIntendedPath', 'returnIntendedPath']], 'followPath'], 'noDeviations']]",12,1,12
"['->', ['&', ['!', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']], ['X', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']]], ['X', 'explainAlternatives']]",12,1,12
"['G', ['->', ['&', ['!', 'failureDetected'], ['X', 'failureDetected']], ['X', ['&', 'diagnose', 'explain']]]]",11,1,11
"['G', ['|', ['->', ['&', 'unexpectedBehaviour', 'detailRequested'], 'detailedExplain'], ['->', ['!', 'unexpectedBehaviour'], 'explain']]]",11,1,11
"['&', ['&', ['&', ['->', 'explainCurrentPath', 'returnCurrentPath'], ['->', 'explainIntendedPath', 'returnIntendedPath']], 'followPath'], 'noDeviations']",11,1,11
"['G', ['->', ['&', ['!', 'safetyConcernDetected'], ['X', 'safetyConcernDetected']], ['X', ['X', 'verifyAction']]]]",10,1,10
"['G', ['->', ['&', ['!', 'safetyConcernDetected'], ['X', 'safetyConcernDetected']], ['X', ['X', 'justifyDecision']]]]",10,1,10
"['->', ['&', ['!', 'failureDetected'], ['X', 'failureDetected']], ['X', ['&', 'diagnose', 'explain']]]",10,1,10
"['G', ['->', ['&', ['!', 'unexpectedObstacle'], ['X', 'unexpectedObstacle']], ['X', ['F', 'Explain']]]]",10,1,10
"['G', ['->', ['&', ['!', 'problemDetected'], ['X', 'problemDetected']], ['X', ['F', 'explain']]]]",10,1,10
"['G', ['->', ['&', ['!', 'assessment'], ['X', 'assessment']], ['X', ['X', 'provideReason']]]]",10,1,10
"['->', 'systemDiagnosis', ['U', ['!', ['&', 'systemDiagnosis', ['X', ['!', 'systemDiagnosis']]]], 'detailed']]",10,1,10
"['G', ['->', ['&', ['!', 'decisionMaking'], ['X', 'decisionMaking']], ['X', ['F', 'explain']]]]",10,1,10
"['|', ['->', ['&', 'unexpectedBehaviour', 'detailRequested'], 'detailedExplain'], ['->', ['!', 'unexpectedBehaviour'], 'explain']]",10,1,10
"['G', ['->', ['&', ['!', 'missioncomplete'], ['X', 'missioncomplete']], ['X', ['X', 'explain']]]]",10,1,10
"['G', ['->', ['&', ['!', 'selfRecoveryExists'], ['X', 'selfRecoveryExists']], ['X', ['F', 'explainRecoveryStrategy']]]]",10,1,10
"['G', ['->', ['&', ['!', 'taskCannotComplete'], ['X', 'taskCannotComplete']], ['X', 'explain']]]",9,1,9
"['&', ['!', ['&', 'routeChange', 'infoRequest']], ['X', ['&', 'routeChange', 'infoRequest']]]",9,1,9
"['->', ['&', ['!', 'safetyConcernDetected'], ['X', 'safetyConcernDetected']], ['X', ['X', 'verifyAction']]]",9,1,9
"['->', ['&', ['!', 'safetyConcernDetected'], ['X', 'safetyConcernDetected']], ['X', ['X', 'justifyDecision']]]",9,1,9
"['&', ['!', ['->', 'timeConstraints', 'changePlan']], ['X', ['->', 'timeConstraints', 'changePlan']]]",9,1,9
"['&', ['!', ['->', 'priorities', 'changePlan']], ['X', ['->', 'priorities', 'changePlan']]]",9,1,9
"['G', ['->', ['&', ['!', 'areaAvoided'], ['X', 'areaAvoided']], ['X', 'explain']]]",9,1,9
"['&', ['!', ['>=', 'probComplete', 'p']], ['X', ['>=', 'probComplete', 'p']]]",9,1,9
"['G', ['->', ['&', ['!', 'abort'], ['X', 'abort']], ['X', 'explain']]]",9,1,9
"['->', ['&', ['!', 'unexpectedObstacle'], ['X', 'unexpectedObstacle']], ['X', ['F', 'Explain']]]",9,1,9
"['->', ['&', ['!', 'problemDetected'], ['X', 'problemDetected']], ['X', ['F', 'explain']]]",9,1,9
"['->', ['&', ['!', 'assessment'], ['X', 'assessment']], ['X', ['X', 'provideReason']]]",9,1,9
"['G', ['->', ['&', ['!', 'unexpectedCondition'], ['X', 'unexpectedCondition']], ['X', 'notifyUsers']]]",9,1,9
"['X', ['U', ['!', ['&', 'systemDiagnosis', ['X', ['!', 'systemDiagnosis']]]], 'detailed']]",9,1,9
"['->', ['&', ['!', 'decisionMaking'], ['X', 'decisionMaking']], ['X', ['F', 'explain']]]",9,1,9
"['G', ['->', ['&', ['!', 'pathImpossible'], ['X', 'pathImpossible']], ['X', 'returnAllOption']]]",9,1,9
"['&', ['!', ['->', 'situationAssessment', 'lowRisk']], ['X', ['->', 'situationAssessment', 'lowRisk']]]",9,1,9
"['G', ['->', ['&', ['!', 'notOptimal'], ['X', 'notOptimal']], ['X', 'explain']]]",9,1,9
"['->', ['&', ['!', 'missioncomplete'], ['X', 'missioncomplete']], ['X', ['X', 'explain']]]",9,1,9
"['->', ['&', ['!', 'selfRecoveryExists'], ['X', 'selfRecoveryExists']], ['X', ['F', 'explainRecoveryStrategy']]]",9,1,9
"['G', ['->', ['&', ['!', 'taskAbort'], ['X', 'taskAbort']], ['X', 'explainFailSafe']]]",9,1,9
"['&', ['&', ['->', 'explainCurrentPath', 'returnCurrentPath'], ['->', 'explainIntendedPath', 'returnIntendedPath']], 'followPath']",9,1,9
"['G', ['->', ['&', ['!', 'timeCritical'], ['X', 'timeCritical']], ['X', 'concise']]]",9,1,9
"['&', ['!', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']], ['X', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']]]",9,1,9
"['G', ['->', ['&', ['!', 'planDeviation'], ['X', 'planDeviation']], ['X', 'returnCurrentLocation']]]",9,1,9
"['->', ['&', ['!', 'taskCannotComplete'], ['X', 'taskCannotComplete']], ['X', 'explain']]",8,1,8
"['G', ['&', 'monitorHealth', ['->', ['<', 'health', 'threshold'], 'explain']]]",8,1,8
"['->', ['&', ['!', 'areaAvoided'], ['X', 'areaAvoided']], ['X', 'explain']]",8,1,8
"['->', ['&', ['!', 'abort'], ['X', 'abort']], ['X', 'explain']]",8,1,8
"['->', ['&', ['!', 'unexpectedCondition'], ['X', 'unexpectedCondition']], ['X', 'notifyUsers']]",8,1,8
"['->', ['&', ['!', 'pathImpossible'], ['X', 'pathImpossible']], ['X', 'returnAllOption']]",8,1,8
"['->', ['&', ['!', 'notOptimal'], ['X', 'notOptimal']], ['X', 'explain']]",8,1,8
"['G', ['&', ['->', 'explainVisited', 'returnVisited'], ['->', 'explainMeasurements', 'returnMeasurementOrigins']]]",8,1,8
"['->', ['&', ['!', 'taskAbort'], ['X', 'taskAbort']], ['X', 'explainFailSafe']]",8,1,8
"['->', ['&', ['!', 'timeCritical'], ['X', 'timeCritical']], ['X', 'concise']]",8,1,8
"['->', ['&', ['!', 'planDeviation'], ['X', 'planDeviation']], ['X', 'returnCurrentLocation']]",8,1,8
"['&', 'monitorHealth', ['->', ['<', 'health', 'threshold'], 'explain']]",7,1,7
"['->', ['>=', 'probComplete', 'p'], ['&', 'returnUncertaintyVariables', 'explain']]",7,1,7
"['&', ['!', ['!', 'clearance']], ['X', ['!', 'clearance']]]",7,1,7
"['->', 'manipulationMode', ['&', ['&', 'explainObject', 'Future(explainMaterial)'], 'Future(explainCut)']]",7,1,7
"['&', ['->', 'explainVisited', 'returnVisited'], ['->', 'explainMeasurements', 'returnMeasurementOrigins']]",7,1,7
"['&', ['->', 'explainCurrentPath', 'returnCurrentPath'], ['->', 'explainIntendedPath', 'returnIntendedPath']]",7,1,7
"['->', ['&', 'routeChange', 'infoRequest'], ['X', 'provideReason']]",6,1,6
"['G', ['->', 'pathPlanning', ['&', 'explainPath', 'justifyDecision']]]",6,1,6
"['->', ['->', 'timeConstraints', 'changePlan'], ['X', 'explain']]",6,1,6
"['->', ['->', 'priorities', 'changePlan'], ['X', 'explain']]",6,1,6
"['G', ['->', 'failureDetected', ['&', 'explainOffNormal', 'failSafe']]]",6,1,6
"['G', ['&', ['&', 'sampleDoseRate', 'avoidObstacles'], 'minimiseRadRisk']]",6,1,6
"['->', ['!', 'clearance'], ['G', ['!', 'shareSensitiveInformation']]]",6,1,6
"['G', ['&', 'provideHealthUpdate', ['>', 'selfRecoveryStrategyConfidence', 'acceptableThreshold']]]",6,1,6
"['!', ['&', ['!', 'systemDiagnosis'], ['X', 'systemDiagnosis']]]",6,1,6
"['->', ['->', 'situationAssessment', 'lowRisk'], ['F', 'detailed']]",6,1,6
"['X', ['&', ['&', 'explainObject', 'Future(explainMaterial)'], 'Future(explainCut)']]",6,1,6
"['&', ['!', 'taskCannotComplete'], ['X', 'taskCannotComplete']]",5,1,5
"['->', 'pathPlanning', ['&', 'explainPath', 'justifyDecision']]",5,1,5
"['&', ['!', 'failureDetected'], ['X', 'failureDetected']]",5,1,5
"['->', 'failureDetected', ['&', 'diagnose', 'explain']]",5,1,5
"['->', ['<', 'health', 'threshold'], 'explain']",5,1,5
"['&', ['!', 'areaAvoided'], ['X', 'areaAvoided']]",5,1,5
"['->', 'failureDetected', ['&', 'explainOffNormal', 'failSafe']]",5,1,5
"['&', ['!', 'abort'], ['X', 'abort']]",5,1,5
"['&', ['!', 'unexpectedObstacle'], ['X', 'unexpectedObstacle']]",5,1,5
"['&', ['!', 'problemDetected'], ['X', 'problemDetected']]",5,1,5
"['&', ['&', 'sampleDoseRate', 'avoidObstacles'], 'minimiseRadRisk']",5,1,5
"['&', ['!', 'assessment'], ['X', 'assessment']]",5,1,5
"['&', ['!', 'unexpectedCondition'], ['X', 'unexpectedCondition']]",5,1,5
"['&', 'provideHealthUpdate', ['>', 'selfRecoveryStrategyConfidence', 'acceptableThreshold']]",5,1,5
"['&', ['!', 'systemDiagnosis'], ['X', 'systemDiagnosis']]",5,1,5
"['&', ['!', 'decisionMaking'], ['X', 'decisionMaking']]",5,1,5
"['&', ['!', 'pathImpossible'], ['X', 'pathImpossible']]",5,1,5
"['&', ['!', 'notOptimal'], ['X', 'notOptimal']]",5,1,5
"['->', ['&', 'unexpectedBehaviour', 'detailRequested'], 'detailedExplain']",5,1,5
"['&', ['!', 'missioncomplete'], ['X', 'missioncomplete']]",5,1,5
"['&', ['!', 'selfRecoveryExists'], ['X', 'selfRecoveryExists']]",5,1,5
"['&', ['!', 'taskAbort'], ['X', 'taskAbort']]",5,1,5
"['&', ['!', 'timeCritical'], ['X', 'timeCritical']]",5,1,5
"['->', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion'], 'explainAlternatives']",5,1,5
"['&', ['!', 'planDeviation'], ['X', 'planDeviation']]",5,1,5
"['X', ['&', 'routeChange', 'infoRequest']]",4,1,4
"['!', ['&', 'routeChange', 'infoRequest']]",4,1,4
"['G', ['->', 'pathPlanningMode', 'justifyDecision']]",4,1,4
"['->', 'safetyConcernDetected', ['X', 'verifyAction']]",4,1,4
"['->', 'safetyConcernDetected', ['X', 'justifyDecision']]",4,1,4
"['F', ['&', 'robotLocation', 'taskCompletionStatus']]",4,1,4
"['V', 'explainSuitable', ['!', 'mission']]",4,1,4
"['X', ['&', 'diagnose', 'explain']]",4,1,4
"['G', ['&', 'explainLocation', 'provideReason']]",4,1,4
"['X', ['->', 'timeConstraints', 'changePlan']]",4,1,4
"['!', ['->', 'timeConstraints', 'changePlan']]",4,1,4
"['G', ['->', 'developer', 'produceDetailedExplanation']]",4,1,4
"['V', 'explainHealth', ['!', 'mission']]",4,1,4
"['X', ['->', 'priorities', 'changePlan']]",4,1,4
"['!', ['->', 'priorities', 'changePlan']]",4,1,4
"['X', ['>=', 'probComplete', 'p']]",4,1,4
"['!', ['>=', 'probComplete', 'p']]",4,1,4
"['X', ['&', 'returnUncertaintyVariables', 'explain']]",4,1,4
"['->', 'unexpectedObstacle', ['F', 'Explain']]",4,1,4
"['->', 'problemDetected', ['F', 'explain']]",4,1,4
"['->', 'assessment', ['X', 'provideReason']]",4,1,4
"['X', ['G', ['!', 'shareSensitiveInformation']]]",4,1,4
"['->', 'decisionMaking', ['F', 'explain']]",4,1,4
"['X', ['->', 'situationAssessment', 'lowRisk']]",4,1,4
"['!', ['->', 'situationAssessment', 'lowRisk']]",4,1,4
"['->', ['!', 'unexpectedBehaviour'], 'explain']",4,1,4
"['G', ['->', 'performanceReviewMode', 'detailed']]",4,1,4
"['->', 'missioncomplete', ['X', 'explain']]",4,1,4
"['->', 'selfRecoveryExists', ['F', 'explainRecoveryStrategy']]",4,1,4
"['V', 'requestPermission', ['!', 'proceed']]",4,1,4
"['G', ['->', 'trainingMode', 'detailed']]",4,1,4
"['V', 'explain', ['!', 'go']]",4,1,4
"['X', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']]",4,1,4
"['!', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']]",4,1,4
"['G', ['&', 'calculateTaskCompletionProbability', 'explain']]",4,1,4
"['->', 'taskCannotComplete', 'explain']",3,1,3
"['->', 'pathPlanningMode', 'justifyDecision']",3,1,3
"['X', ['X', 'verifyAction']]",3,1,3
"['&', 'explainPath', 'justifyDecision']",3,1,3
"['X', ['X', 'justifyDecision']]",3,1,3
"['&', 'robotLocation', 'taskCompletionStatus']",3,1,3
"['&', 'explainLocation', 'provideReason']",3,1,3
"['<', 'health', 'threshold']",3,1,3
"['->', 'developer', 'produceDetailedExplanation']",3,1,3
"['->', 'areaAvoided', 'explain']",3,1,3
"['&', 'explainOffNormal', 'failSafe']",3,1,3
"['->', 'abort', 'explain']",3,1,3
"['X', ['F', 'Explain']]",3,1,3
"['&', 'sampleDoseRate', 'avoidObstacles']",3,1,3
"['X', ['!', 'clearance']]",3,1,3
"['!', ['!', 'clearance']]",3,1,3
"['->', 'unexpectedCondition', 'notifyUsers']",3,1,3
"['>', 'selfRecoveryStrategyConfidence', 'acceptableThreshold']",3,1,3
"['->', 'pathImpossible', 'returnAllOption']",3,1,3
"['X', ['F', 'detailed']]",3,1,3
"['->', 'notOptimal', 'explain']",3,1,3
"['&', 'unexpectedBehaviour', 'detailRequested']",3,1,3
"['->', 'performanceReviewMode', 'detailed']",3,1,3
"['->', 'explainMeasurements', 'returnMeasurementOrigins']",3,1,3
