serialisation,size,count,shrinking_power
"['->', ['&', ['!', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['&', ['X', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]]",44,2,88
"['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]]",39,2,78
"['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['>=', 'breathingTime', 'apneaLagTime']], ['&', ['X', ['>=', 'breathingTime', 'apneaLagTime']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]]",39,2,78
"['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['<', 'Fl1', 'ExpiratoryTriggerSensitivity']], ['&', ['X', ['<', 'Fl1', 'ExpiratoryTriggerSensitivity']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'expirationPhaseStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]]",39,2,78
"['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]]",38,2,76
"['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]]",37,2,74
"['V', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]], ['->', ['&', ['!', 'selfTestFail'], ['&', ['X', 'selfTestFail'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]]",37,2,74
"['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]]",35,2,70
"['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'confirmPSVParameters']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]]",35,2,70
"['->', ['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]",33,2,66
"['->', ['&', ['!', ['>=', 'breathingTime', 'apneaLagTime']], ['&', ['X', ['>=', 'breathingTime', 'apneaLagTime']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]",33,2,66
"['->', ['&', ['!', ['<', 'Fl1', 'ExpiratoryTriggerSensitivity']], ['&', ['X', ['<', 'Fl1', 'ExpiratoryTriggerSensitivity']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'expirationPhaseStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]",33,2,66
"['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]",32,2,64
"['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]",31,2,62
"['->', ['&', ['!', 'selfTestFail'], ['&', ['X', 'selfTestFail'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]",31,2,62
"['->', ['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]",29,2,58
"['->', ['&', ['!', 'PSVModeSelected'], ['&', ['X', 'PSVModeSelected'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'confirmPSVParameters']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]",29,2,58
"['F', ['&', 'SelfTestMode', ['->', ['&', ['&', ['&', ['&', ['&', ['|', 'testPowerSwitchPass', 'testPowerSwitchSkip'], ['|', 'testLeaksPass', 'testLeaksSkip']], ['|', 'testFl2Pass', 'testFl2Skip']], ['|', 'testPSExpPass', 'testPSExpSkip']], ['|', 'testOxygenSensorPass', 'testOxygenSensorSkip']], ['|', 'testAlarmsPass', 'testAlarmsSkip']], 'selfTestPassed']]]",28,2,56
"['&', ['X', ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]",27,2,54
"['&', 'SelfTestMode', ['->', ['&', ['&', ['&', ['&', ['&', ['|', 'testPowerSwitchPass', 'testPowerSwitchSkip'], ['|', 'testLeaksPass', 'testLeaksSkip']], ['|', 'testFl2Pass', 'testFl2Skip']], ['|', 'testPSExpPass', 'testPSExpSkip']], ['|', 'testOxygenSensorPass', 'testOxygenSensorSkip']], ['|', 'testAlarmsPass', 'testAlarmsSkip']], 'selfTestPassed']]",27,2,54
"['->', ['&', ['&', ['&', ['&', ['&', ['|', 'testPowerSwitchPass', 'testPowerSwitchSkip'], ['|', 'testLeaksPass', 'testLeaksSkip']], ['|', 'testFl2Pass', 'testFl2Skip']], ['|', 'testPSExpPass', 'testPSExpSkip']], ['|', 'testOxygenSensorPass', 'testOxygenSensorSkip']], ['|', 'testAlarmsPass', 'testAlarmsSkip']], 'selfTestPassed']",25,2,50
"['->', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd'], ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]",23,2,46
"['&', ['&', ['&', ['&', ['&', ['|', 'testPowerSwitchPass', 'testPowerSwitchSkip'], ['|', 'testLeaksPass', 'testLeaksSkip']], ['|', 'testFl2Pass', 'testFl2Skip']], ['|', 'testPSExpPass', 'testPSExpSkip']], ['|', 'testOxygenSensorPass', 'testOxygenSensorSkip']], ['|', 'testAlarmsPass', 'testAlarmsSkip']]",23,2,46
"['X', ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]",20,2,40
"['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['=', 'breathingCyleTime', ['/', '1', 'RR_PCV']], ['=', 'ExpiratoryTime', ['/', 'breathingCycleTime', ['+', '1', 'ItoE_PCV']]]]]",20,2,40
"['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]",19,2,38
"['&', ['&', ['&', ['&', ['|', 'testPowerSwitchPass', 'testPowerSwitchSkip'], ['|', 'testLeaksPass', 'testLeaksSkip']], ['|', 'testFl2Pass', 'testFl2Skip']], ['|', 'testPSExpPass', 'testPSExpSkip']], ['|', 'testOxygenSensorPass', 'testOxygenSensorSkip']]",19,2,38
"['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]",18,2,36
"['F', ['&', ['&', 'patientAttributesEntered', 'SelfTestMode'], ['->', ['&', ['&', ['&', ['&', ['&', 'testPowerSwitchPass', 'testLeaksPass'], 'testFl2Pass'], 'testPSExpPass'], 'testOxygenSensorPass'], 'testAlarmsPass'], 'selfTestPassed']]]",18,2,36
"['&', ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]",18,2,36
"['&', ['&', 'patientAttributesEntered', 'SelfTestMode'], ['->', ['&', ['&', ['&', ['&', ['&', 'testPowerSwitchPass', 'testLeaksPass'], 'testFl2Pass'], 'testPSExpPass'], 'testOxygenSensorPass'], 'testAlarmsPass'], 'selfTestPassed']]",17,2,34
"['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['|', ['&', 'confirmPSVParameters', 'PSVMode'], ['&', ['!', 'confirmPSVParamters'], 'PCVMode']], 'ventilating']]",17,2,34
"['&', ['!', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['&', ['X', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]]",16,2,32
"['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]",16,2,32
"['&', ['!', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]",16,2,32
"['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'RM']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]",16,2,32
"['|', ['V', 'buttonUnPressOr60Seconds', ['|', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose'], 'buttonUnPressOr60Seconds']], ['G', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']]]",16,2,32
"['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]",16,2,32
"['&', ['!', ['>=', 'breathingTime', 'apneaLagTime']], ['&', ['X', ['>=', 'breathingTime', 'apneaLagTime']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]",16,2,32
"['&', ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], 'confirmPSVParameters']], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]",16,2,32
"['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'expirationPhaseStart']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]",16,2,32
"['&', ['!', ['<', 'Fl1', 'ExpiratoryTriggerSensitivity']], ['&', ['X', ['<', 'Fl1', 'ExpiratoryTriggerSensitivity']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]",16,2,32
"['&', ['|', ['G', '[0,15]', ['!', ['!', 'resumeVentilation']]], ['G', ['!', ['!', 'resumeVentilation']]]], ['F', '[0,16]', ['!', 'resumeVentilation']]]",15,2,30
"['&', ['&', ['&', ['|', 'testPowerSwitchPass', 'testPowerSwitchSkip'], ['|', 'testLeaksPass', 'testLeaksSkip']], ['|', 'testFl2Pass', 'testFl2Skip']], ['|', 'testPSExpPass', 'testPSExpSkip']]",15,2,30
"['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], ['|', 'initDone', ['&', ['&', 'initFail', 'outOfServiceWarning'], 'FailSafeMode']]]",14,2,28
"['F', ['&', ['&', ['&', 'PCVMode', ['=', 'RR', 'RR_AP']], ['=', 'P_insp', 'P_inspAP']], ['=', 'ItoE', 'ItoE_AP']]]",14,2,28
"['->', ['&', ['&', ['&', ['&', ['&', 'testPowerSwitchPass', 'testLeaksPass'], 'testFl2Pass'], 'testPSExpPass'], 'testOxygenSensorPass'], 'testAlarmsPass'], 'selfTestPassed']",13,2,26
"['&', ['=', 'breathingCyleTime', ['/', '1', 'RR_PCV']], ['=', 'ExpiratoryTime', ['/', 'breathingCycleTime', ['+', '1', 'ItoE_PCV']]]]",13,2,26
"['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]]",13,2,26
"['&', ['&', ['&', 'PCVMode', ['=', 'RR', 'RR_AP']], ['=', 'P_insp', 'P_inspAP']], ['=', 'ItoE', 'ItoE_AP']]",13,2,26
"['->', 'PSVModeSelected', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]]",12,2,24
"['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testLeaksPass', 'testLeaksFail'], 'testLeaksSkip']]",12,2,24
"['&', ['!', 'selfTestFail'], ['&', ['X', 'selfTestFail'], ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]]]]",12,2,24
"['->', 'selfTestFail', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]]",12,2,24
"['->', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'breathingCycleStart']]",12,2,24
"['&', ['!', 'RMButton'], ['&', ['X', 'RMButton'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]",12,2,24
"['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPowerSwitchPass', 'testPowerSwitchFail'], 'testPowerSwitchSkip']]",12,2,24
"['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testAlarmsPass', 'testAlarmsFail'], 'testAlarmsSkip']]",12,2,24
"['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testOxygenSensorPass', 'testOxygenSensorFail'], 'testOxygenSensorSkip']]",12,2,24
"['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['!', ['&', 'PCVInspTimeEnd', 'PSVMode']]]]",12,2,24
"['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPSExpPass', 'testPSExpFail'], 'testPSExpSkip']]",12,2,24
"['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['->', ['|', 'breathingCycleDone', 'patientBreathingRequest'], 'breathingCycleStart']]",12,2,24
"['->', ['>=', 'breathingTime', 'apneaLagTime'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']]",12,2,24
"['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testFl2Pass', 'testFl2Fail'], 'testFl2Skip']]",12,2,24
"['->', ['<', 'Fl1', 'ExpiratoryTriggerSensitivity'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'expirationPhaseStart']]",12,2,24
"['&', ['X', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]",11,2,22
"['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'ventilating', 'PSVMode']]]",11,2,22
"['&', ['&', ['&', ['&', ['&', 'testPowerSwitchPass', 'testLeaksPass'], 'testFl2Pass'], 'testPSExpPass'], 'testOxygenSensorPass'], 'testAlarmsPass']",11,2,22
"['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['&', 'outOfServiceWarning', 'FailSafeMode']]]",11,2,22
"['&', ['X', ['<', 'inspiratoryPressure', 'InhaleTriggerSensitivityPSV']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]",11,2,22
"['&', ['X', ['>=', 'breathingTime', 'apneaLagTime']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]",11,2,22
"['&', ['&', ['|', 'testPowerSwitchPass', 'testPowerSwitchSkip'], ['|', 'testLeaksPass', 'testLeaksSkip']], ['|', 'testFl2Pass', 'testFl2Skip']]",11,2,22
"['&', ['X', ['<', 'Fl1', 'ExpiratoryTriggerSensitivity']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]",11,2,22
