id,serialisation,count
73,"['&', ['&', ['!', 'manipulationMode'], ['!', 'LAST']], ['X', 'manipulationMode']]",2
74,"['&', ['!', 'objectPlaced'], ['&', ['!', 'LAST'], ['&', ['X', 'objectPlaced'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]]",2
75,"['&', ['X', ['|', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['&', ['X', 'explainObjectLocation'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]",2
76,"['&', ['!', 'manipulationMode'], ['!', 'LAST']]",2
77,"['X', 'manipulationMode']",2
78,"['!', 'objectPlaced']",2
79,"['&', ['!', 'LAST'], ['&', ['X', 'objectPlaced'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]",2
80,"['X', ['|', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['&', ['X', 'explainObjectLocation'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]]",2
81,"['&', ['X', 'objectPlaced'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]",2
82,"['X', 'objectPlaced']",2
83,"['U', ['!', 'LAST'], 'explainRecoveryStrategy']",2
84,explainRecoveryStrategy,2
85,unexpectedBehaviour,2
86,"['&', ['&', 'explainObject', 'Future(explainMaterial)'], 'Future(explainCut)']",2
87,"['&', 'explainObject', 'Future(explainMaterial)']",2
88,Future(explainCut),2
89,explainObject,2
90,Future(explainMaterial),2
91,"['U', ['!', 'LAST'], 'detailed']",2
92,returnAllOption,2
93,"['X', ['U', ['!', 'LAST'], 'explain']]",2
94,"['U', ['!', ['|', ['&', ['&', 'systemDiagnosis', ['!', 'LAST']], ['X', ['!', 'systemDiagnosis']]], 'LAST']], 'detailed']",2
95,"['!', ['|', ['&', ['&', 'systemDiagnosis', ['!', 'LAST']], ['X', ['!', 'systemDiagnosis']]], 'LAST']]",2
96,"['|', ['&', ['&', 'systemDiagnosis', ['!', 'LAST']], ['X', ['!', 'systemDiagnosis']]], 'LAST']",2
97,"['&', ['&', 'systemDiagnosis', ['!', 'LAST']], ['X', ['!', 'systemDiagnosis']]]",2
98,"['&', 'systemDiagnosis', ['!', 'LAST']]",2
99,"['X', ['!', 'systemDiagnosis']]",2
100,notifyUsers,2
101,"['V', 'LAST', ['!', 'shareSensitiveInformation']]",2
102,"['!', 'shareSensitiveInformation']",2
103,shareSensitiveInformation,2
104,"['X', ['|', 'LAST', ['X', 'provideReason']]]",2
105,"['U', ['!', 'LAST'], 'Explain']",2
106,Explain,2
107,"['&', 'returnUncertaintyVariables', 'explain']",2
108,returnUncertaintyVariables,2
109,"['!', 'mission']",2
110,mission,2
111,"['&', 'diagnose', 'explain']",2
112,diagnose,2
113,"['|', 'LAST', ['X', 'justifyDecision']]",2
114,"['&', ['!', 'safetyConcernDetected'], ['&', ['!', 'LAST'], ['X', 'safetyConcernDetected']]]",2
115,"['X', 'justifyDecision']",2
116,"['!', 'safetyConcernDetected']",2
117,"['&', ['!', 'LAST'], ['X', 'safetyConcernDetected']]",2
118,"['X', 'safetyConcernDetected']",2
119,"['|', 'LAST', ['X', 'verifyAction']]",2
120,"['X', 'verifyAction']",2
121,verifyAction,2
122,"['V', 'LAST', ['&', 'calculateTaskCompletionProbability', 'explain']]",1
123,"['&', 'calculateTaskCompletionProbability', 'explain']",1
124,calculateTaskCompletionProbability,1
125,"['&', ['V', 'LAST', ['->', ['&', ['!', 'planDeviation'], ['&', ['!', 'LAST'], ['X', 'planDeviation']]], ['X', 'returnCurrentLocation']]], ['->', 'planDeviation', 'returnCurrentLocation']]",1
126,"['V', 'LAST', ['->', ['&', ['!', 'planDeviation'], ['&', ['!', 'LAST'], ['X', 'planDeviation']]], ['X', 'returnCurrentLocation']]]",1
127,"['->', 'planDeviation', 'returnCurrentLocation']",1
128,"['->', ['&', ['!', 'planDeviation'], ['&', ['!', 'LAST'], ['X', 'planDeviation']]], ['X', 'returnCurrentLocation']]",1
129,"['&', ['!', 'planDeviation'], ['&', ['!', 'LAST'], ['X', 'planDeviation']]]",1
130,"['X', 'returnCurrentLocation']",1
131,"['!', 'planDeviation']",1
132,"['&', ['!', 'LAST'], ['X', 'planDeviation']]",1
133,"['X', 'planDeviation']",1
134,"['&', ['V', 'LAST', ['->', ['&', ['!', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']], ['&', ['!', 'LAST'], ['X', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']]]], ['X', 'explainAlternatives']]], ['->', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion'], 'explainAlternatives']]",1
135,"['V', 'LAST', ['->', ['&', ['!', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']], ['&', ['!', 'LAST'], ['X', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']]]], ['X', 'explainAlternatives']]]",1
136,"['->', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion'], 'explainAlternatives']",1
137,"['->', ['&', ['!', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']], ['&', ['!', 'LAST'], ['X', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']]]], ['X', 'explainAlternatives']]",1
138,"['&', ['!', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']], ['&', ['!', 'LAST'], ['X', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']]]]",1
139,"['X', 'explainAlternatives']",1
140,"['!', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']]",1
141,"['&', ['!', 'LAST'], ['X', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']]]",1
142,"['X', ['<', 'probabilityTaskCompletion', 'previousProbabilityTaskCompletion']]",1
143,"['V', ['|', 'explain', 'LAST'], ['!', 'go']]",1
144,"['|', 'explain', 'LAST']",1
145,"['!', 'go']",1
146,go,1
147,"['&', ['V', 'LAST', ['->', ['&', ['!', 'timeCritical'], ['&', ['!', 'LAST'], ['X', 'timeCritical']]], ['X', 'concise']]], ['->', 'timeCritical', 'concise']]",1
148,"['V', 'LAST', ['->', ['&', ['!', 'timeCritical'], ['&', ['!', 'LAST'], ['X', 'timeCritical']]], ['X', 'concise']]]",1
149,"['->', 'timeCritical', 'concise']",1
150,"['->', ['&', ['!', 'timeCritical'], ['&', ['!', 'LAST'], ['X', 'timeCritical']]], ['X', 'concise']]",1
151,"['&', ['!', 'timeCritical'], ['&', ['!', 'LAST'], ['X', 'timeCritical']]]",1
152,"['X', 'concise']",1
153,"['!', 'timeCritical']",1
154,"['&', ['!', 'LAST'], ['X', 'timeCritical']]",1
155,"['X', 'timeCritical']",1
156,"['V', 'LAST', 'Factual']",1
157,Factual,1
158,"['V', 'LAST', ['->', 'trainingMode', 'detailed']]",1
159,"['->', 'trainingMode', 'detailed']",1
160,trainingMode,1
161,"['V', 'LAST', ['&', ['&', ['&', ['->', 'explainCurrentPath', 'returnCurrentPath'], ['->', 'explainIntendedPath', 'returnIntendedPath']], 'followPath'], 'noDeviations']]",1
162,"['&', ['&', ['&', ['->', 'explainCurrentPath', 'returnCurrentPath'], ['->', 'explainIntendedPath', 'returnIntendedPath']], 'followPath'], 'noDeviations']",1
163,"['&', ['&', ['->', 'explainCurrentPath', 'returnCurrentPath'], ['->', 'explainIntendedPath', 'returnIntendedPath']], 'followPath']",1
164,noDeviations,1
165,"['&', ['->', 'explainCurrentPath', 'returnCurrentPath'], ['->', 'explainIntendedPath', 'returnIntendedPath']]",1
166,followPath,1
167,"['->', 'explainCurrentPath', 'returnCurrentPath']",1
168,"['->', 'explainIntendedPath', 'returnIntendedPath']",1
169,explainCurrentPath,1
170,returnCurrentPath,1
171,explainIntendedPath,1
172,returnIntendedPath,1
173,"['&', ['V', 'LAST', ['->', ['&', ['!', 'taskAbort'], ['&', ['!', 'LAST'], ['X', 'taskAbort']]], ['X', 'explainFailSafe']]], ['->', 'taskAbort', 'explainFailSafe']]",1
174,"['V', 'LAST', ['->', ['&', ['!', 'taskAbort'], ['&', ['!', 'LAST'], ['X', 'taskAbort']]], ['X', 'explainFailSafe']]]",1
175,"['->', 'taskAbort', 'explainFailSafe']",1
176,"['->', ['&', ['!', 'taskAbort'], ['&', ['!', 'LAST'], ['X', 'taskAbort']]], ['X', 'explainFailSafe']]",1
177,"['&', ['!', 'taskAbort'], ['&', ['!', 'LAST'], ['X', 'taskAbort']]]",1
178,"['X', 'explainFailSafe']",1
179,"['!', 'taskAbort']",1
180,"['&', ['!', 'LAST'], ['X', 'taskAbort']]",1
181,"['X', 'taskAbort']",1
182,"['&', ['V', 'LAST', ['|', ['!', ['&', ['&', ['&', ['!', 'manipulationMode'], ['!', 'LAST']], ['X', 'manipulationMode']], ['!', 'LAST']]], ['X', ['&', ['V', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['->', ['&', ['!', 'objectPlaced'], ['&', ['!', 'LAST'], ['&', ['X', 'objectPlaced'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['&', ['X', ['|', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['&', ['X', 'explainObjectLocation'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['->', 'objectPlaced', ['|', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['&', ['X', 'explainObjectLocation'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]]]]]], ['->', 'manipulationMode', ['&', ['V', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['->', ['&', ['!', 'objectPlaced'], ['&', ['!', 'LAST'], ['&', ['X', 'objectPlaced'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['&', ['X', ['|', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['&', ['X', 'explainObjectLocation'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['->', 'objectPlaced', ['|', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['&', ['X', 'explainObjectLocation'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]]]]]",1
183,"['V', 'LAST', ['|', ['!', ['&', ['&', ['&', ['!', 'manipulationMode'], ['!', 'LAST']], ['X', 'manipulationMode']], ['!', 'LAST']]], ['X', ['&', ['V', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['->', ['&', ['!', 'objectPlaced'], ['&', ['!', 'LAST'], ['&', ['X', 'objectPlaced'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['&', ['X', ['|', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['&', ['X', 'explainObjectLocation'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['->', 'objectPlaced', ['|', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['&', ['X', 'explainObjectLocation'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]]]]]]",1
184,"['->', 'manipulationMode', ['&', ['V', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['->', ['&', ['!', 'objectPlaced'], ['&', ['!', 'LAST'], ['&', ['X', 'objectPlaced'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['&', ['X', ['|', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['&', ['X', 'explainObjectLocation'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['->', 'objectPlaced', ['|', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['&', ['X', 'explainObjectLocation'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]]]]",1
185,"['|', ['!', ['&', ['&', ['&', ['!', 'manipulationMode'], ['!', 'LAST']], ['X', 'manipulationMode']], ['!', 'LAST']]], ['X', ['&', ['V', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['->', ['&', ['!', 'objectPlaced'], ['&', ['!', 'LAST'], ['&', ['X', 'objectPlaced'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['&', ['X', ['|', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['&', ['X', 'explainObjectLocation'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['->', 'objectPlaced', ['|', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['&', ['X', 'explainObjectLocation'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]]]]]",1
186,"['X', ['&', ['V', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['->', ['&', ['!', 'objectPlaced'], ['&', ['!', 'LAST'], ['&', ['X', 'objectPlaced'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['&', ['X', ['|', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['&', ['X', 'explainObjectLocation'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]], ['->', 'objectPlaced', ['|', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST'], ['&', ['X', 'explainObjectLocation'], ['!', ['|', ['&', ['&', 'manipulationMode', ['!', 'LAST']], ['X', ['!', 'manipulationMode']]], 'LAST']]]]]]]",1
187,"['V', ['|', 'requestPermission', 'LAST'], ['!', 'proceed']]",1
188,"['|', 'requestPermission', 'LAST']",1
189,"['!', 'proceed']",1
190,requestPermission,1
191,proceed,1
192,"['V', 'LAST', 'Verifiable']",1
193,Verifiable,1
194,"['&', ['V', 'LAST', ['->', ['&', ['!', 'selfRecoveryExists'], ['&', ['!', 'LAST'], ['X', 'selfRecoveryExists']]], ['X', ['U', ['!', 'LAST'], 'explainRecoveryStrategy']]]], ['->', 'selfRecoveryExists', ['U', ['!', 'LAST'], 'explainRecoveryStrategy']]]",1
195,"['V', 'LAST', ['->', ['&', ['!', 'selfRecoveryExists'], ['&', ['!', 'LAST'], ['X', 'selfRecoveryExists']]], ['X', ['U', ['!', 'LAST'], 'explainRecoveryStrategy']]]]",1
196,"['->', 'selfRecoveryExists', ['U', ['!', 'LAST'], 'explainRecoveryStrategy']]",1
197,"['->', ['&', ['!', 'selfRecoveryExists'], ['&', ['!', 'LAST'], ['X', 'selfRecoveryExists']]], ['X', ['U', ['!', 'LAST'], 'explainRecoveryStrategy']]]",1
198,"['&', ['!', 'selfRecoveryExists'], ['&', ['!', 'LAST'], ['X', 'selfRecoveryExists']]]",1
199,"['X', ['U', ['!', 'LAST'], 'explainRecoveryStrategy']]",1
200,"['!', 'selfRecoveryExists']",1
201,"['&', ['!', 'LAST'], ['X', 'selfRecoveryExists']]",1
202,"['X', 'selfRecoveryExists']",1
203,"['&', ['V', 'LAST', ['->', ['&', ['!', 'missioncomplete'], ['&', ['!', 'LAST'], ['X', 'missioncomplete']]], ['X', ['|', 'LAST', ['X', 'explain']]]]], ['->', 'missioncomplete', ['|', 'LAST', ['X', 'explain']]]]",1
204,"['V', 'LAST', ['->', ['&', ['!', 'missioncomplete'], ['&', ['!', 'LAST'], ['X', 'missioncomplete']]], ['X', ['|', 'LAST', ['X', 'explain']]]]]",1
205,"['->', 'missioncomplete', ['|', 'LAST', ['X', 'explain']]]",1
206,"['->', ['&', ['!', 'missioncomplete'], ['&', ['!', 'LAST'], ['X', 'missioncomplete']]], ['X', ['|', 'LAST', ['X', 'explain']]]]",1
207,"['&', ['!', 'missioncomplete'], ['&', ['!', 'LAST'], ['X', 'missioncomplete']]]",1
208,"['!', 'missioncomplete']",1
209,"['&', ['!', 'LAST'], ['X', 'missioncomplete']]",1
210,"['X', 'missioncomplete']",1
211,"['V', 'LAST', ['&', ['->', 'explainVisited', 'returnVisited'], ['->', 'explainMeasurements', 'returnMeasurementOrigins']]]",1
212,"['&', ['->', 'explainVisited', 'returnVisited'], ['->', 'explainMeasurements', 'returnMeasurementOrigins']]",1
213,"['->', 'explainVisited', 'returnVisited']",1
214,"['->', 'explainMeasurements', 'returnMeasurementOrigins']",1
215,explainVisited,1
216,returnVisited,1
217,explainMeasurements,1
218,returnMeasurementOrigins,1
219,"['V', 'LAST', ['->', 'performanceReviewMode', 'detailed']]",1
220,"['->', 'performanceReviewMode', 'detailed']",1
221,performanceReviewMode,1
222,"['V', 'LAST', 'Truthful']",1
223,Truthful,1
224,"['V', 'LAST', ['|', ['->', ['&', 'unexpectedBehaviour', 'detailRequested'], 'detailedExplain'], ['->', ['!', 'unexpectedBehaviour'], 'explain']]]",1
225,"['|', ['->', ['&', 'unexpectedBehaviour', 'detailRequested'], 'detailedExplain'], ['->', ['!', 'unexpectedBehaviour'], 'explain']]",1
226,"['->', ['&', 'unexpectedBehaviour', 'detailRequested'], 'detailedExplain']",1
227,"['->', ['!', 'unexpectedBehaviour'], 'explain']",1
228,"['&', 'unexpectedBehaviour', 'detailRequested']",1
229,detailedExplain,1
230,"['!', 'unexpectedBehaviour']",1
231,detailRequested,1
232,"['&', ['V', 'LAST', ['->', ['&', ['!', 'notOptimal'], ['&', ['!', 'LAST'], ['X', 'notOptimal']]], ['X', 'explain']]], ['->', 'notOptimal', 'explain']]",1
233,"['V', 'LAST', ['->', ['&', ['!', 'notOptimal'], ['&', ['!', 'LAST'], ['X', 'notOptimal']]], ['X', 'explain']]]",1
234,"['->', 'notOptimal', 'explain']",1
235,"['->', ['&', ['!', 'notOptimal'], ['&', ['!', 'LAST'], ['X', 'notOptimal']]], ['X', 'explain']]",1
236,"['&', ['!', 'notOptimal'], ['&', ['!', 'LAST'], ['X', 'notOptimal']]]",1
237,"['!', 'notOptimal']",1
238,"['&', ['!', 'LAST'], ['X', 'notOptimal']]",1
239,"['X', 'notOptimal']",1
240,"['&', ['V', 'LAST', ['|', ['!', ['&', ['&', ['&', ['!', 'manipulationMode'], ['!', 'LAST']], ['X', 'manipulationMode']], ['!', 'LAST']]], ['X', ['&', ['&', 'explainObject', 'Future(explainMaterial)'], 'Future(explainCut)']]]], ['->', 'manipulationMode', ['&', ['&', 'explainObject', 'Future(explainMaterial)'], 'Future(explainCut)']]]",1
241,"['V', 'LAST', ['|', ['!', ['&', ['&', ['&', ['!', 'manipulationMode'], ['!', 'LAST']], ['X', 'manipulationMode']], ['!', 'LAST']]], ['X', ['&', ['&', 'explainObject', 'Future(explainMaterial)'], 'Future(explainCut)']]]]",1
242,"['->', 'manipulationMode', ['&', ['&', 'explainObject', 'Future(explainMaterial)'], 'Future(explainCut)']]",1
