serialisation,size,count,shrinking_power
"['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['>=', 'breathingTime', 'apneaLagTime']], ['&', ['X', ['>=', 'breathingTime', 'apneaLagTime']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', ['&', ['&', ['&', 'PCVMode', ['=', 'RR', 'RR_AP']], ['=', 'P_insp', 'P_inspAP']], ['=', 'ItoE', 'ItoE_AP']]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['>=', 'breathingTime', 'apneaLagTime'], ['|', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['&', ['X', ['&', ['&', ['&', 'PCVMode', ['=', 'RR', 'RR_AP']], ['=', 'P_insp', 'P_inspAP']], ['=', 'ItoE', 'ItoE_AP']]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]]]",90,2,180
"['V', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton']]]], ['->', ['&', ['!', 'inspiratoryPhaseEnd'], ['&', ['X', 'inspiratoryPhaseEnd'], ['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton']]]]]]], ['&', ['X', ['|', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton']]]], ['&', ['X', ['->', 'inspiratoryPauseButton', ['&', ['&', 'inspiratoryPause', 'inValveClose'], 'outValveClose']]], ['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton']]]]]]]], ['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'inspiratoryPauseButton']]]]]]]]",88,2,176
"['V', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton']]]], ['->', ['&', ['!', 'expiratoryPhaseEnd'], ['&', ['X', 'expiratoryPhaseEnd'], ['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton']]]]]]], ['&', ['X', ['|', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton']]]], ['&', ['X', ['->', 'expiratoryPauseButton', ['&', ['&', 'expiratoryPause', 'inValveClose'], 'outValveClose']]], ['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton']]]]]]]], ['!', ['&', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton'], ['X', ['!', ['&', ['|', 'PCVMode', 'PSVMode'], 'expiratoryPauseButton']]]]]]]]",88,2,176
"['&', ['V', ['&', ['&', 'PCVMode', 'RMButton'], ['X', ['!', ['&', 'PCVMode', 'RMButton']]]], ['->', ['&', ['!', 'inspiratoryPhaseEnd'], ['&', ['X', 'inspiratoryPhaseEnd'], ['!', ['&', ['&', 'PCVMode', 'RMButton'], ['X', ['!', ['&', 'PCVMode', 'RMButton']]]]]]], ['&', ['X', ['|', ['&', ['&', 'PCVMode', 'RMButton'], ['X', ['!', ['&', 'PCVMode', 'RMButton']]]], ['&', ['X', 'RM'], ['!', ['&', ['&', 'PCVMode', 'RMButton'], ['X', ['!', ['&', 'PCVMode', 'RMButton']]]]]]]], ['!', ['&', ['&', 'PCVMode', 'RMButton'], ['X', ['!', ['&', 'PCVMode', 'RMButton']]]]]]]], ['->', 'inspiratoryPhaseEnd', ['|', ['&', ['&', 'PCVMode', 'RMButton'], ['X', ['!', ['&', 'PCVMode', 'RMButton']]]], ['&', ['X', 'RM'], ['!', ['&', ['&', 'PCVMode', 'RMButton'], ['X', ['!', ['&', 'PCVMode', 'RMButton']]]]]]]]]",88,2,176
"['&', ['V', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]], ['->', ['&', ['!', 'inspiratoryPhaseEnd'], ['&', ['X', 'inspiratoryPhaseEnd'], ['!', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]], ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]]]]]], ['->', 'inspiratoryPhaseEnd', ['|', ['G', '[0,40]', ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', ['&', 'PCVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PCVMode', 'inspiratoryPauseButton']]]], ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]",88,2,176
"['&', ['V', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]], ['->', ['&', ['!', 'inspiratoryPhaseEnd'], ['&', ['X', 'inspiratoryPhaseEnd'], ['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]]], ['&', ['X', ['|', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]], ['&', ['X', 'RM'], ['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]]]], ['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]]]], ['->', 'inspiratoryPhaseEnd', ['|', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]], ['&', ['X', 'RM'], ['!', ['&', ['&', 'PSVMode', 'RMButton'], ['X', ['!', ['&', 'PSVMode', 'RMButton']]]]]]]]]",88,2,176
"['&', ['V', ['&', ['&', 'PSVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PSVMode', 'inspiratoryPauseButton']]]], ['->', ['&', ['!', 'inspiratoryPhaseEnd'], ['&', ['X', 'inspiratoryPhaseEnd'], ['!', ['&', ['&', 'PSVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PSVMode', 'inspiratoryPauseButton']]]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', ['&', 'PSVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PSVMode', 'inspiratoryPauseButton']]]], ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', ['&', 'PSVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PSVMode', 'inspiratoryPauseButton']]]]]]]], ['->', 'inspiratoryPhaseEnd', ['|', ['G', '[0,40]', ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', ['&', 'PSVMode', 'inspiratoryPauseButton'], ['X', ['!', ['&', 'PSVMode', 'inspiratoryPauseButton']]]], ['->', 'inspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]",88,2,176
"['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['&', ['&', 'expiratoryPauseButton', ['<=', 'expClock', 'apneaLagTime']], ['!', 'patientBreathingRequest']]], ['&', ['X', ['&', ['&', 'expiratoryPauseButton', ['<=', 'expClock', 'apneaLagTime']], ['!', 'patientBreathingRequest']]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['|', ['!', ['U', ['&', ['!', 'buttonUnPressOr60Seconds'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]], ['&', ['!', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']], ['!', 'buttonUnPressOr60Seconds']]]], ['V', ['|', ['&', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose'], ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']]]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]]",85,2,170
"['V', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]], ['->', ['&', ['!', ['&', ['&', 'expiratoryPauseButton', 'ExpiratoryPhaseEnd'], ['!', 'patientBreathingRequest']]], ['&', ['X', ['&', ['&', 'expiratoryPauseButton', 'ExpiratoryPhaseEnd'], ['!', 'patientBreathingRequest']]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]], ['&', ['X', ['|', ['!', ['U', ['&', ['!', 'buttonUnPressOr60Seconds'], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]], ['&', ['!', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']], ['!', 'buttonUnPressOr60Seconds']]]], ['V', ['|', ['&', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose'], ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']]]], ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]]]]]",81,2,162
"['->', ['&', ['!', ['&', ['&', 'expiratoryPauseButton', ['<=', 'expClock', 'apneaLagTime']], ['!', 'patientBreathingRequest']]], ['&', ['X', ['&', ['&', 'expiratoryPauseButton', ['<=', 'expClock', 'apneaLagTime']], ['!', 'patientBreathingRequest']]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['|', ['!', ['U', ['&', ['!', 'buttonUnPressOr60Seconds'], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]], ['&', ['!', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']], ['!', 'buttonUnPressOr60Seconds']]]], ['V', ['|', ['&', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose'], ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']]]], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]",79,2,158
